ID,GlideNumber,Country,OtherCountry,lat,long,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity
713,0,Albania,0,42.0387,19.5629,5619.46,17/11/1992,19/11/1992,News,7,2000,Torrential rain,2
714,0,Thailand,0,6.76274,100.911,25180.94,29/11/1992,29/11/1992,News,3,0,Tropical cyclone,1
715,0,USA,0,29.6764,-85.1568,83.3733,29/11/1992,29/11/1992,News,3,0,Tropical cyclone,1
716,0,UK,0,51.5066,-2.97961,25631.18,30/11/1992,03/12/1992,News,0,400,Heavy rain,1
717,0,UK,0,8.40517,80.8649,29673.6,17/12/1992,19/12/1992,News,0,0,Monsoonal rain,1
718,0,Philippines,0,7.78495,125.923,15083.86,22/12/1992,27/12/1992,News,6,22000,Heavy rain,1
719,0,Iran,0,29.753,54.831,626123,23/12/1992,25/12/1992,News,14,3600,Heavy rain,1
720,0,Zimbabwe,0,-20.8141,30.1524,140745.48,25/12/1992,27/12/1992,News,1,250,Heavy rain,2
721,0,Fiji,Solomon Islands,-17.8368,178.001,9803.68,01/01/1993,03/01/1993,News,21,10000,Tropical cyclone,1
722,0,Iran,0,27.2447,56.2039,103106.54,03/01/1993,06/01/1993,News,10,0,Heavy rain,1
723,0,Colombia,0,7.62904,-76.3694,26875.51,05/01/1993,05/01/1993,News,16,0,Heavy rain,1
724,0,Mexico,USA,33.0191,-116.876,24073.8,06/01/1993,20/01/1993,News,36,11215,Heavy rain,1
725,0,UK,0,56.3141,-3.70463,2044.83,15/01/1993,18/01/1993,News,0,500,Snowmelt,1
726,0,USA,0,29.9467,-90.7209,42375.04,20/01/1993,21/01/1993,News,0,200,Torrential rain,2
727,0,Iran ,0,29.4316,55.8857,625231.64,03/02/1993,22/02/1993,News,500,300000,Heavy rain,1
728,0,Philippines,0,8.79448,125.706,23141.36,01/02/1993,05/02/1993,News,23,90000,Monsoonal rain,1
729,0,Indonesia,0,-6.80799,111.256,19196.74,01/02/1993,05/02/1993,News,54,259000,Monsoonal rain,1
730,0,Yemen  ,0,13.9406,45.822,61492.38,05/02/1993,10/02/1993,News,31,2500,Heavy rain,1
731,0,Tanzania,0,-5.14777,37.8933,42112.47,08/02/1993,12/02/1993,News,54,2900,Heavy rain,1
732,0,USA,0,32.8796,-113.753,7406.56,23/02/1993,06/03/1993,News,1,1600,Heavy rain,1
733,0,USA,0,41.7158,-97.6983,25231.12,07/03/1993,12/03/1993,News,2,1500,Snowmelt,1
734,0,Iran,0,31.4647,59.5156,5315.08,17/04/1993,17/04/1993,News,1,8000,Heavy rain,1
735,0,Ecuador ,0,-2.88189,-78.9145,2470.84,15/04/1993,15/04/1993,News,77,25000,Torrential rain,1
736,0,Columbia ,0,5.30433,-75.2217,3592.47,26/04/1993,01/05/1993,News,55,2000,Torrential rain,1
737,0,Chile ,0,-33.3854,-71.6121,1261.76,03/05/1993,03/05/1993,News,21,1225,Heavy rain,1
738,0,China ,0,23.4747,113.536,72612.48,01/05/1993,07/05/1993,News,65,3000,Heavy rain,1
739,0,Tajikistan,0,37.9808,69.1791,20198.33,07/05/1993,08/05/1993,News,0,9000,Heavy rain,1
740,0,Argentina ,0,-36.263,-60.1886,247102.08,11/05/1993,15/05/1993,News,0,0,Heavy rain,1
741,0,Jamaica ,0,18.0135,-77.3418,3211.86,19/05/1993,01/06/1993,News,8,1600,Heavy rain,1
742,0,Kazakhstan,0,47.9479,51.2978,213193.78,26/05/1993,04/06/1993,News,10,30000,Snowmelt,1
743,0,Somalia ,0,2.58292,44.6743,90683.94,29/05/1993,15/06/1993,News,0,0,Heavy rain,1
744,0,Sri Lanka ,0,6.78433,80.3212,13958.06,28/05/1993,07/06/1993,News,8,100000,Monsoonal rain,1
745,0,Haiti,Cuba,20.9476,-76.531,73170.21,31/05/1993,02/06/1993,News,20,40000,Torrential rain,1
746,0,Taiwan ,0,24.3267,120.765,7755.71,02/06/1993,06/06/1993,News,10,0,Heavy rain,1
747,0,India,Bangladesh,24.9382,92.0974,259045.68,04/06/1993,22/06/1993,News,238,950000,Monsoonal rain,1
748,0,China ,0,24.6177,115.409,444778.53,25/05/1993,30/06/1993,News,180,17150000,Heavy rain,1
749,0,UK ,0,53.6271,-6.32855,4408.82,11/06/1993,13/06/1993,News,8,2500,Heavy rain,2
750,0,Russia ,0,60.2954,59.9925,23269.14,13/06/1993,17/06/1993,News,15,3000,Heavy rain,1
751,0,China,0,27.9846,117.867,432773.2,15/06/1993,08/07/1993,News,132,375000,Heavy rain,1
752,0,USA,Mexico,19.839,-88.8702,168818.57,21/06/1993,23/06/1993,News,9,12000,Heavy rain,1
753,0,Russia ,0,53.2133,83.7111,3547.11,15/06/1993,30/06/1993,News,0,0,Snowmelt,1
754,0,USA,0,40.3582,-92.4812,444971.26,24/06/1993,23/08/1993,News,48,31000,Heavy rain,2
755,0,Philippines,0,15.6003,120.46,19660.56,26/06/1993,28/06/1993,News,5,22700,Monsoonal rain,1
756,0,Mexico,0,17.9374,-99.7422,147720.82,05/07/1993,07/07/1993,News,28,30000,Heavy rain,1
757,0,India,Nepal,25.1622,89.7567,531506.66,08/07/1993,13/08/1993,News,3083,9370926,Monsoonal rain,2
758,0,France ,0,45.7497,4.60164,2738.14,06/07/1993,06/07/1993,News,2,100,Torrential rain,1
759,0,China ,0,28.8981,110.652,118961.75,03/07/1993,31/07/1993,News,367,1003000,Heavy rain,1
760,0,Ethiopia ,0,5.07375,39.3187,180415.06,05/07/1993,15/07/1993,News,0,120000,Heavy rain,1
761,0,China ,0,43.9301,121.602,56895.9,26/07/1993,15/08/1993,News,72,200000,Heavy rain,2
762,0,China,0,29.7518,103.653,9596.62,27/07/1993,01/08/1993,News,41,7000,Heavy rain,1
763,0,Russia,0,51.3563,108.866,122315.11,31/07/1993,12/08/1993,News,4,30000,Torrential rain,2
764,0,Japan,0,32.2114,131.074,20754.86,28/07/1993,07/08/1993,News,73,5000,Heavy rain,1
765,0,Belarus,Ukraine,52.3665,27.5231,85364.07,25/07/1993,12/08/1993,News,6,42000,Heavy rain,1
766,0,Venezuela,Nicaragua,9.71614,-65.9923,75801.79,07/08/1993,12/08/1993,News,90,47800,Tropical cyclone,1
767,0,China,0,36.4802,115.918,112505.67,04/08/1993,23/08/1993,News,101,2577000,Torrential rain,1
768,0,Peru ,0,-4.86699,-73.5893,134855.86,30/08/1993,30/08/1993,News,0,300000,Heavy rain,1
769,0,Sudan ,0,12.4132,31.8434,30815.18,18/08/1993,23/08/1993,News,6,300,Torrential rain,1
770,0,Philippines,0,15.1818,120.432,7160.8,19/08/1993,22/08/1993,News,5,10000,Heavy rain,1
771,0,South Korea ,0,35.1448,128.072,11570.2,20/08/1993,23/08/1993,News,12,3000,Torrential rain,1
772,0,USA,0,41.6111,-99.7646,579.318,21/08/1993,22/08/1993,News,0,0,Heavy rain,2
773,0,Mexico,0,18.0128,-95.2258,22339.48,21/08/1993,23/08/1993,News,0,3000,Tropical cyclone,1
774,0,Japan,0,35.6512,139.686,2420.58,27/08/1993,28/08/1993,News,2,3000,Heavy rain,1
775,0,China,0,24.4756,101.704,77049.91,21/08/1993,01/09/1993,News,152,21000,Torrential rain,1
776,0,China,0,36.1271,100.265,6844.66,27/08/1993,27/08/1993,News,242,3000,"Dam/Levy, break or release",1
777,0,Japan,0,31.5053,130.452,882.229,02/09/1993,04/09/1993,News,35,5000,Heavy rain,1
778,0,India,Nepal,27.9917,78.9675,65928.48,09/09/1993,17/09/1993,News,232,4590,Heavy rain,1
779,0,Australia,0,-38.1255,146.36,31808.05,15/09/1993,15/09/1993,News,0,800,Torrential rain,1
780,0,Nicaragua,Costa Rica,12.4551,-84.0491,59969.85,16/09/1993,22/09/1993,News,50,38600,Torrential rain,1
781,0,France,Italy,45.1072,7.36304,51313.99,22/09/1993,08/10/1993,News,17,1700,Torrential rain,2
782,0,USA,0,36.764,-94.6207,31766.69,22/09/1993,28/09/1993,News,0,2500,Torrential rain,2
783,0,China,0,22.5233,114.167,280.443,27/09/1993,28/09/1993,News,0,1200,Torrential rain,2
784,0,Mexico,0,22.1952,-98.4013,13916.18,28/09/1993,29/09/1993,News,0,100000,Heavy rain,1
785,0,Iran,0,37.9331,49.1108,7202.07,02/10/1993,03/10/1993,News,0,0,Heavy rain,1
786,0,Australia,0,-36.6559,146.608,4163.54,03/10/1993,15/10/1993,News,0,2000,Torrential rain,2
787,0,Philippines,0,15.6301,120.592,35873.11,04/10/1993,12/10/1993,News,57,300000,Heavy rain,2
788,0,Vietnam,0,17.4285,106.625,29438.35,02/10/1993,12/10/1993,News,122,15000,Torrential rain,2
789,0,Trinidad,Tobago,10.607,-61.4302,1178.39,05/10/1993,05/10/1993,News,5,0,Torrential rain,1
790,0,South Africa ,0,-28.2598,31.8594,5895.3,06/10/1993,08/10/1993,News,12,300,Heavy rain,1
791,0,India,0,13.407,75.4042,40595.2,11/10/1993,21/10/1993,News,35,40000,Torrential rain,1
792,0,Algeria,0,35.8439,1.81853,39704.59,19/10/1993,20/10/1993,News,22,0,Heavy rain,1
793,0,France,0,41.5666,9.06044,1692.24,31/10/1993,02/11/1993,News,4,0,Torrential rain,1
794,0,Honduras ,0,15.6489,-86.4699,6656.49,31/10/1993,03/11/1993,News,174,15000,Torrential rain,1
795,0,China,0,22.4214,114.142,1016.71,04/11/1993,15/11/1993,News,2,0,Tropical cyclone,1
796,0,Mexico ,0,23.0797,-109.813,1666.75,04/11/1993,06/11/1993,News,0,10000,Heavy rain,1
797,0,Indonesia ,0,1.12387,101.308,44228.12,03/11/1993,16/11/1993,News,5,3000,Torrential rain,1
798,0,India,0,11.054,77.5024,40501.37,10/11/1993,14/11/1993,News,95,0,Heavy rain,1
799,0,USA,0,34.0563,-91.5834,33628.03,13/11/1993,16/11/1993,News,5,600,Heavy rain,2
800,0,Cuba ,0,20.5564,-75.3512,19322.92,24/11/1993,28/11/1993,News,30,51000,Torrential rain,1
801,0,Iran,0,32.5504,48.1619,988.946,29/11/1993,30/11/1993,News,3,0,Heavy rain,1
802,0,Thailand,0,8.15766,99.8978,56411.85,27/11/1993,02/12/1993,News,11,0,Torrential rain,1
803,0,Philippines,0,10.7409,124.962,359.297,29/11/1993,01/12/1993,News,27,0,Heavy rain,1
804,0,India,0,12.5851,79.9572,7968.64,04/12/1993,15/12/1993,News,70,45000,Tropical cyclone,1
805,0,Philippines,Vietnam,12.3152,108.845,46913.01,05/12/1993,13/12/1993,News,353,598000,Tropical cyclone,1
806,0,China ,0,40.4443,107.087,12109.08,07/12/1993,15/12/1993,News,0,5200,Ice jam/break-up,1
807,0,Peru ,0,-10.0433,-74.5879,162327.61,08/12/1993,15/12/1993,News,0,5000,Heavy rain,1
808,0,Costa Rica,Panama,9.64613,-83.0411,14333.82,09/12/1993,12/12/1993,News,4,17000,Heavy rain,1
809,0,Sri Lanka,0,8.56672,80.7928,24712.98,15/12/1993,27/12/1993,News,0,500000,Heavy rain,2
810,0,Columbia ,0,6.87608,-76.2092,1958.11,16/12/1993,18/12/1993,News,35,150,Heavy rain,1
811,0,Thailand,0,7.28291,100.419,42416.31,16/12/1993,29/12/1993,News,41,2000,Torrential rain,1
812,0,France,Germany,50.3802,5.76827,261149.34,21/12/1993,31/12/1993,News,11,48000,Torrential rain,2
813,0,Malaysia,0,3.79233,102.442,103827.06,22/12/1993,27/12/1993,News,23,20000,Monsoonal rain,1
814,0,Ukraine ,0,48.3884,22.7867,4267.45,20/12/1993,24/12/1993,News,5,25000,Heavy rain,1
815,0,Israel,0,30.2472,35.0229,3180.52,23/12/1993,23/12/1993,News,2,0,Heavy rain,2
816,0,Indonesia ,0,-6.24192,106.357,4052.37,26/12/1993,27/12/1993,News,2,8000,Torrential rain,1
817,0,Philippines,0,9.65856,125.59,1266.81,27/12/1993,28/12/1993,News,6,12000,Tropical cyclone,1
818,0,Papua New Guinea ,0,-6.46321,145.32,9588.1,29/12/1993,30/12/1993,News,14,3500,Heavy rain,1
819,0,UK ,0,51.0549,0.83137,5379.22,30/12/1993,31/12/1993,News,0,300,Heavy rain,1
820,0,Philippines,0,13.4358,123.45,44225.95,04/01/1994,08/01/1994,News,29,14000,Tropical cyclone,1
821,0,Tanzania,0,-9.38978,38.4373,65599.48,09/01/1994,13/01/1994,News,31,7000,Heavy rain,1
822,0,Indonesia,0,-6.83998,107.657,10207.65,12/01/1994,22/01/1994,News,10,50700,Heavy rain,1
823,0,Australia,0,-25.2628,151.685,120854.33,16/01/1994,20/01/1994,News,13,0,Tropical cyclone,1
824,0,Papua New Guinea,0,-9.05287,148.53,65497.93,16/01/1994,20/01/1994,News,9,0,Tropical cyclone,1
825,0,Indonesia,0,-7.37598,110.662,59036.58,28/01/1994,31/01/1994,News,2,0,Heavy rain,1
826,0,Colombia,0,3.52764,-76.2,4298.62,31/01/1994,02/02/1994,News,16,60000,Heavy rain,1
827,0,Madagascar,0,-18.8541,47.7167,142993.47,31/01/1994,16/02/1994,News,200,50000,Tropical cyclone,1
828,0,Peru,0,-8.13028,-77.0482,609261.38,31/01/1994,20/02/1994,News,63,12000,Heavy rain,1
829,0,Indonesia,0,3.12557,99.033,19421.63,11/02/1994,14/02/1994,News,5,0,Heavy rain,1
830,0,Bangladesh,0,22.4749,92.0345,6727.37,26/02/1994,02/03/1994,News,13,0,Heavy rain,1
831,0,Peru,0,-12.0008,-76.0086,27660.41,27/02/1994,06/03/1994,News,17,120000,Heavy rain,2
832,0,Iran,0,35.3656,59.3372,26419.01,11/03/1994,14/03/1994,News,4,80,Heavy rain,1
833,0,Indonesia,0,-8.48433,118.798,1822.72,12/03/1994,16/03/1994,News,5,50000,Heavy rain,1
834,0,Russia,0,46.5257,44.6012,72009.25,17/03/1994,22/03/1994,News,7,0,Heavy rain,1
835,0,Indonesia,0,-7.50232,111.684,36275.49,23/03/1994,26/03/1994,News,12,83125,Heavy rain,1
836,0,USA,0,33.0034,-85.308,179822.05,24/03/1994,28/03/1994,News,35,0,Torrential rain,1
837,0,Jordan,0,32.4176,35.9181,3809.42,24/03/1994,26/03/1994,News,9,300,Heavy rain,1
838,0,Philippines,0,8.3822,125.689,36858.21,18/03/1994,31/03/1994,News,9,16821,Heavy rain,1
839,0,Bangladesh,0,23.9528,89.816,2275.44,29/03/1994,02/04/1994,News,16,100000,Heavy rain,1
840,0,Russia,0,49.4354,41.1058,463435.11,06/04/1994,14/04/1994,News,13,2795,Snowmelt,1
841,0,USA,0,36.8932,-97.9613,644301.28,09/04/1994,18/04/1994,News,6,4000,Rain and snowmelt,1
842,0,Bangladesh,0,22.5171,92.0895,22176.39,19/04/1994,23/04/1994,News,20,12000,Tropical cyclone,1
843,0,Uganda,0,0.277229,30.1332,9570.23,30/04/1994,02/05/1994,News,11,0,Heavy rain,1
844,0,China,0,27.2874,116.038,165721.86,01/05/1994,03/05/1994,News,95,0,Heavy rain,1
845,0,China,0,25.9398,118.128,121675.06,01/05/1994,09/05/1994,News,70,2000,Heavy rain,2
846,0,Sri Lanka,0,6.61343,80.3366,3394.93,25/05/1994,28/05/1994,News,7,0,Monsoonal rain,1
847,0,Russia,0,55.3351,43.3263,22905.3,28/05/1994,30/05/1994,News,2,0,Heavy rain,1
848,0,Armenia,0,40.7485,44.0001,3590.36,31/05/1994,01/06/1994,News,5,400,"Dam/Levy, break or release",1
849,0,Bangladesh,0,24.6457,91.803,11309.84,01/06/1994,06/06/1994,News,6,11000,Monsoonal rain,1
850,0,Colombia,0,2.1264,-76.8547,27784.17,05/06/1994,09/06/1994,News,2,240,Avalanche related,1
851,0,China,0,25.7177,113.189,1015419.65,09/06/1994,29/06/1994,News,719,0,Heavy rain,2
852,0,Bangladesh,0,21.8758,92.071,6360.08,14/06/1994,22/06/1994,News,1,0,Monsoonal rain,1
853,0,USA,0,37.0272,-83.6886,13311.18,22/06/1994,27/06/1994,News,2,0,Heavy rain,1
854,0,South Africa,0,-33.9535,18.8851,11393.12,24/06/1994,28/06/1994,News,2,3000,Heavy rain,2
855,0,India,0,20.6258,76.6191,1981837.41,01/07/1994,24/07/1994,News,617,800000,Monsoonal rain,1
856,0,USA,0,31.07,-84.3318,167722.97,01/07/1994,15/07/1994,News,32,20000,Tropical cyclone,1
857,0,Russia,0,53.6353,111.609,322784.51,02/07/1994,07/07/1994,News,4,0,Heavy rain,1
858,0,India,0,31.7869,77.252,52338.52,03/07/1994,12/07/1994,News,60,0,Monsoonal rain,1
859,0,Pakistan,0,30.3321,67.2212,21185.79,04/07/1994,08/07/1994,News,12,0,Heavy rain,1
860,0,Iran,0,27.4913,61.0726,155500.97,09/07/1994,11/07/1994,News,24,0,Heavy rain,1
861,0,Philippines,0,16.7179,121.046,37086.97,10/07/1994,16/07/1994,News,0,0,Tropical cyclone,1
862,0,China,0,31.1973,112.268,183806.7,11/07/1994,18/07/1994,News,41,0,Heavy rain,1
863,0,Pakistan,0,28.9156,71.1034,343251.55,11/07/1994,16/09/1994,News,333,30000,Monsoonal rain,1
864,0,Philippines,0,15.1291,120.621,12359.24,15/07/1994,20/07/1994,News,8,114674,Tropical cyclone,1
865,0,Vietnam,0,21.8175,102.98,17601.27,15/07/1994,31/07/1994,News,21,172,Heavy rain,2
866,0,China,0,22.4405,114.116,2987.02,22/07/1994,27/07/1994,News,10,2000,Heavy rain,2
867,0,China,0,46.1544,125.126,1066165.02,23/07/1994,13/08/1994,News,128,2000000,Heavy rain,2
868,0,Philippines,0,10.017,122.982,25394.77,22/07/1994,02/08/1994,News,2,18000,Monsoonal Rain,1
869,0,Philippines,0,15.6143,120.804,22004.15,23/07/1994,03/08/1994,News,37,264837,Tropical cyclone,1
870,0,Ethiopia,0,11.6671,40.9756,20898.85,28/07/1994,03/08/1994,News,4,30000,Heavy rain,1
871,0,Thailand,0,17.0729,98.8099,124812.48,28/07/1994,02/08/1994,News,9,10000,Tropical cyclone,1
872,0,Taiwan,0,23.0569,120.915,16588.35,01/08/1994,04/08/1994,News,10,0,Tropical cyclone,1
873,0,Philippines,0,17.5285,121.93,18141.64,06/08/1994,10/08/1994,News,0,0,Tropical cyclone,1
875,0,Taiwan,0,23.2024,120.838,27168.55,07/08/1994,16/08/1994,News,9,3600,Tropical cyclone,2
876,0,Russia,0,53.574,58.4183,32565.85,05/08/1994,08/08/1994,News,20,1000,Heavy rain,1
877,0,Sudan,0,15.5645,30.026,1094009.75,04/08/1994,17/08/1994,News,8,2000,Heavy rain,2
878,0,China,0,22.5094,114.207,3849.87,06/08/1994,10/08/1994,News,14,0,Tropical cyclone,1
879,0,India,0,27.586,80.6237,292130.64,04/08/1994,11/08/1994,News,53,3000,Monsoonal Rain,1
880,0,India,0,31.7821,76.9177,16795.7,08/08/1994,10/08/1994,News,11,0,Torrential rain,1
881,0,Niger,0,15.5798,6.87118,594752.97,01/08/1994,10/08/1994,News,27,20000,Heavy rain,1
882,0,Afghanistan,0,33.17,67.8618,19784.16,08/08/1994,11/08/1994,News,2,0,Heavy rain,1
883,0,Pakistan,0,27.7849,68.1903,318187.81,09/08/1994,15/08/1994,News,26,40000,Monsoonal Rain,1
884,0,China,0,31.1521,120.692,206025.85,21/08/1994,24/08/1994,News,762,600000,Tropical cyclone,2
885,0,Ethiopia,0,11.8465,38.0793,21306.15,15/08/1994,18/08/1994,News,18,0,Heavy rain,1
886,0,Ecuador,0,-2.21514,-78.9872,39018.9,20/08/1994,24/08/1994,News,5,500,Heavy rain,1
887,0,India,0,31.7668,77.27,14450.04,20/08/1994,23/08/1994,News,9,0,Torrential rain,1
888,0,Pakistan,0,29.6075,67.8824,17316.85,22/08/1994,27/08/1994,News,24,0,Torrential rain,1
889,0,Moldova,0,46.9737,28.4296,33681.92,24/08/1994,29/08/1994,News,47,1300,Heavy rain,1
890,0,Ethiopia,0,10.664,40.3477,163207.32,25/08/1994,31/08/1994,News,87,6000,Heavy rain,1
891,0,South Korea,0,37.0999,127.335,22406.24,26/08/1994,30/08/1994,News,5,2000,Heavy rain,1
892,0,India,0,20.7866,79.2684,44159.25,26/08/1994,02/09/1994,News,26,0,Monsoonal Rain,1
893,0,Thailand,0,17.05,99.6055,159977.18,30/08/1994,07/09/1994,News,10,0,Tropical cyclone,1
894,0,India,0,31.5294,77.0555,5275.13,31/08/1994,05/09/1994,News,20,0,Monsoonal Rain,1
895,0,India,0,20.1358,84.4369,154649.2,02/09/1994,07/09/1994,News,0,0,Monsoonal Rain,1
896,0,Italy,0,43.7041,10.8528,30590.88,02/09/1994,03/09/1994,News,3,0,Torrential rain,1
897,0,Thailand,0,16.1885,104.452,65261.15,03/09/1994,18/12/1994,News,407,2000000,Heavy rain,2
898,0,Cameroon,0,12.0078,14.8285,11415.7,09/09/1994,14/09/1994,News,6,400,Heavy rain,1
899,0,Nigeria,Niger,12.0384,13.3184,317262.41,11/09/1994,15/09/1994,News,142,180000,Heavy rain,1
900,0,Burkina Faso,0,12.3447,-1.50563,271869.57,16/09/1994,20/09/1994,News,4,4000,Heavy rain,1
901,0,Russia,0,45.0556,134.79,140070.73,17/09/1994,26/09/1994,News,13,700000,Heavy rain,2
902,0,Philippines,0,15.1434,120.77,4145.56,19/09/1994,24/09/1994,News,16,10000,Monsoonal Rain,1
903,0,Algeria,0,34.4889,2.09318,108181.19,21/09/1994,26/09/1994,News,32,1200,Heavy rain,1
904,0,Guatemala,0,14.9596,-90.8326,45757.41,09/10/1994,13/10/1994,News,10,0,Heavy rain,1
905,0,USA,0,30.2009,-95.2737,72987.24,17/10/1994,23/10/1994,News,19,10000,Heavy rain,1
906,0,Philippines,0,14.3202,121.181,12751.53,18/10/1994,22/10/1994,News,4,50000,Tropical cyclone,1
907,0,Philippines,0,9.14408,125.873,13653.63,18/10/1994,22/10/1994,News,12,12480,Tropical cyclone,1
908,0,China,0,36.1734,117.653,13150.29,19/10/1994,20/10/1994,News,17,0,Heavy rain,1
909,0,India,0,10.7214,78.7248,89229.9,27/10/1994,31/10/1994,News,40,0,Tropical cyclone,1
910,0,Greece,0,39.0065,22.4992,36624.5,24/10/1994,27/10/1994,News,14,1000,Heavy rain,1
911,0,India,0,16.2498,80.0422,110657.58,30/10/1994,04/11/1994,News,230,16000,Tropical cyclone,1
912,0,Italy,0,45.2087,10.2403,90174.15,01/11/1994,10/11/1994,News,83,10308,Heavy rain,2
913,0,Jordan,0,30.9819,36.4848,68725.08,01/11/1994,04/11/1994,News,21,0,Heavy rain,1
914,0,Indonesia,0,-8.59727,119.16,19939.07,01/11/1994,04/11/1994,News,31,0,Heavy rain,1
915,0,Egypt,0,26.3341,31.925,44072.06,02/11/1994,08/11/1994,News,593,100000,Heavy rain,2
917,0,Haiti,0,18.9834,-72.2583,26426.95,05/11/1994,15/11/1994,News,400,0,Tropical cyclone,1
918,0,Jamaica,0,18.12,-77.272,11114.13,06/11/1994,14/11/1994,News,4,0,Tropical cyclone,1
919,0,Cuba,0,21.4949,-78.0913,84994.35,06/11/1994,14/11/1994,News,2,100000,Tropical cyclone,1
920,0,Ethiopia,0,7.67392,37.8668,20499.85,12/11/1994,18/11/1994,News,22,0,Heavy rain,1
921,0,Iran,0,32.0846,48.9236,271235.05,14/11/1994,28/11/1994,News,13,40000,Heavy rain,1
922,0,Djibouti,0,11.7781,42.6066,20793.91,17/11/1994,22/11/1994,News,70,100000,Heavy rain,1
923,0,Somalia,0,10.9856,49.4749,16608.05,19/11/1994,21/11/1994,News,30,0,Heavy rain,1
924,0,Indonesia,0,-0.77561,100.547,38745.91,02/12/1994,07/12/1994,News,6,640,Heavy rain,1
925,0,Djibouti,0,11.3455,42.9549,2677.27,09/12/1994,15/12/1994,News,40,100000,Heavy rain,1
926,0,Philippines,0,11.2536,125.042,51066.39,19/12/1994,23/12/1994,News,10,548000,Tropical cyclone,1
874,0,Cambodia,0,12.5629,103.825,40128.47,30/07/1994,08/08/1994,News,6,22000,Tropical cyclone,1
916,0,Somalia,0,0.748137,42.5292,83022.5,04/11/1994,11/11/1994,News,100,0,Heavy rain,1
927,0,USA,0,39.6057,-122.59,81499.15,03/01/1995,17/01/1995,News,11,6000,Heavy rain,1
928,0,Malawi,0,-10.1851,33.6434,23461.18,07/01/1995,09/01/1995,News,1,0,Heavy rain,1
929,0,South Africa,0,-23.0133,29.6887,51452.21,08/01/1995,09/01/1995,News,0,0,Heavy rain,1
930,0,Indonesia,0,0.633088,101.984,91179.03,09/01/1995,11/01/1995,News,3,10000,Heavy rain,1
931,0,Argentina,0,-32.2627,-63.8184,155950.18,15/01/1995,20/01/1995,News,7,1000,Heavy rain,1
932,0,France,0,48.1547,-2.89661,27724.7,20/01/1995,30/01/1995,News,16,5000,Rain and snowmelt,2
933,0,France,Germany,50.3282,5.69912,341156.99,23/01/1995,07/02/1995,News,30,294100,Rain and snowmelt,2
934,0,Indonesia,0,-0.529789,101.896,296258.97,03/02/1995,17/02/1995,News,47,37000,Heavy rain,1
935,0,Brazil,0,-23.5199,-46.4554,17901.32,06/02/1995,13/02/1995,News,27,3000,Heavy rain,1
936,0,Paraguay,0,-23.8263,-57.5391,49342.56,14/02/1995,21/02/1995,News,0,20000,Heavy rain,1
937,0,Botswana,0,-22.711,27.5316,31143.95,23/02/1995,02/03/1995,News,20,2000,Heavy rain,1
938,0,Australia,0,-26.821,117.538,990198.31,05/03/1995,13/03/1995,News,7,0,Extra-tropical cyclone,2
939,0,Tanzania,0,-8.84509,33.7006,36217.05,04/03/1995,10/03/1995,News,0,2000,Heavy rain,1
940,0,USA,0,38.7256,-121.562,196019.62,08/03/1995,20/03/1995,News,15,10000,Rain and snowmelt,1
941,0,Russia,0,44.8374,45.9569,115668.65,14/03/1995,14/03/1995,News,2,2400,Heavy rain,1
942,0,Argentina,0,-37.1326,-60.068,303423.64,06/04/1995,11/04/1995,News,6,6000,Heavy rain,2
943,0,China,0,22.8414,113.285,169667.47,20/04/1995,21/04/1995,News,40,300000,Heavy rain,1
944,0,Afghanistan,0,36.6338,69.7177,15369.85,19/04/1995,21/04/1995,News,10,6000,Heavy rain,1
945,0,Iran,0,35.2121,58.9894,147607.47,21/04/1995,23/04/1995,News,9,50,Brief torrential rain,1
946,0,Italy,0,44.9518,7.32512,24761.82,24/04/1995,30/04/1995,News,3,0,Rain and snowmelt,1
947,0,Ethiopia,0,5.17608,43.2278,67450.15,28/04/1995,15/05/1995,News,27,89875,Heavy rain,2
948,0,USA,0,29.9011,-90.104,19344.57,07/05/1995,13/05/1995,News,6,20000,Heavy rain,1
949,0,Indonesia,0,2.5585,99.2856,46605.13,01/05/1995,13/05/1995,News,55,17500,Heavy rain,1
950,0,USA,0,36.7237,-89.5648,472141.86,10/05/1995,01/06/1995,News,3,5000,Heavy rain,1
951,0,Sri Lanka,0,7.89697,80.1122,27548.59,07/05/1995,11/05/1995,News,1,40000,Heavy rain,1
952,0,China,0,28.2914,112.827,1668229.65,15/05/1995,15/08/1995,News,1530,7000000,Heavy rain,2
953,0,Bangladesh,0,22.9967,90.0958,61217.96,17/05/1995,24/05/1995,News,41,351000,Heavy rain,1
954,0,Romania,0,44.5922,24.296,31756.96,23/05/1995,26/05/1995,News,0,1000,Heavy rain,1
955,0,Tanzania,0,-6.7697,39.0934,5076.78,27/05/1995,01/06/1995,News,4,20000,Heavy rain,1
956,0,Iran,0,35.5798,51.6601,29482,31/05/1995,03/06/1995,News,10,200,Brief torrential rain,1
957,0,Germany,0,48.1302,10.7405,57984.4,01/06/1995,05/06/1995,News,4,0,Heavy rain,1
958,0,Norway,0,60.746,9.00832,162737.01,01/06/1995,14/06/1995,News,1,4000,Rain and snowmelt,2
959,0,India,0,23.2582,92.8575,20147.72,02/06/1995,03/06/1995,News,40,3200,Heavy rain,1
960,0,Azerbaijan,0,40.1555,47.6973,80964.31,15/06/1995,25/06/1995,News,0,1500000,Heavy rain,1
