ID,GlideNumber,Country,OtherCountry,lat,long,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity
1,0,Algeria,0,35.8142,5.23026,92615.67,01/01/1985,05/01/1985,News,26,3000,Heavy rain,1
2,0,Brazil,0,-18.7111,-45.3489,678498.82,15/01/1985,02/02/1985,News,229,80000,Heavy rain,2
3,0,Phillipines,0,10.0207,122.974,12846.03,20/01/1985,21/01/1985,News,43,444,Torrential rain,1
4,0,Indonesia,0,1.01489,124.606,16542.12,04/02/1985,18/02/1985,News,21,300,Torrential rain,1
5,0,Mozambique,0,-25.8693,32.3491,20082.21,09/02/1985,11/02/1985,News,19,0,Heavy rain,2
6,0,Comoros islands,0,-11.6516,43.36,1035.61,16/02/1985,28/02/1985,News,2,35000,Tropical cyclone,1
7,0,New Zealand,0,-37.2305,175.734,7871.37,17/02/1985,18/02/1985,News,4,200,Heavy rain,1
8,0,Indonesia,0,-7.04008,108.14,77091.11,19/02/1985,23/02/1985,News,10,2000,Heavy rain,1
9,0,USA,0,40.6691,-85.1742,210527.96,22/02/1985,01/03/1985,News,7,2250,Rain and snowmelt,2
10,0,Bolivia,0,-21.2244,-63.2887,69706.89,25/02/1985,28/02/1985,News,2,1000,Heavy Rain,1
11,0,USA,0,40.6814,-89.5537,26266.14,03/03/1985,08/03/1985,News,4,2400,Rain and snowmelt,2
12,0,USA,0,35.3824,-108.093,26527.13,13/03/1985,14/03/1985,News,0,80,Rain and snowmelt,1
13,0,USA,0,29.6044,-96.7845,141508,14/03/1985,15/03/1985,News,0,0,Heavy rain,1
14,0,USA,0,42.0122,-83.5377,16883.54,30/03/1985,31/03/1985,News,0,300,Heavy rain,1
15,0,Brazil,0,-4.13519,-48.0987,1970402.21,02/04/1985,17/04/1985,News,32,700000,Heavy rain,2
16,0,USA,0,28.5802,-96.8425,17192.76,11/04/1985,12/04/1985,News,1,200,Heavy rain,1
17,0,China,0,48.0917,127.897,300325.08,21/04/1985,29/04/1985,News,0,200,Ice jam/break-up,1
18,0,USA,0,46.4938,-87.8805,5123.72,24/04/1985,25/04/1985,News,0,400,Rain and snowmelt,2
19,0,USA,0,34.8628,-105.275,116344.02,11/05/1985,12/05/1985,News,2,0,Heavy rain,1
20,0,USA,0,18.2291,-66.706,1423.92,19/05/1985,20/05/1985,News,2,4500,Heavy rain,1
21,0,China,0,25.6694,109.57,458666.21,26/05/1985,06/06/1985,News,64,10000,Heavy rain,2
22,0,Argentina,0,-35.4392,-58.9735,78653.41,30/05/1985,01/06/1985,News,25,100000,Heavy rain,2
23,0,Bangladesh,0,24.6497,91.8542,8910.3,03/06/1985,22/06/1985,News,7,100000,Heavy rain,2
24,0,USA,0,33.6977,-99.4494,83470.44,05/06/1985,06/06/1985,News,6,100,Heavy rain,1
25,0,USA,0,36.3581,-96.1011,9865.44,10/06/1985,11/06/1985,News,0,320,Heavy rain,2
26,0,Philippines,0,14.7417,120.916,7768.19,22/06/1985,30/06/1985,News,98,130000,Tropical cyclone,1
27,0,India,0,14.5398,75.0937,254234.6,23/06/1985,27/06/1985,News,95,25000,Heavy rain,1
28,0,China,0,27.7882,109.974,290679.68,28/06/1985,10/07/1985,News,275,60000,Heavy rain,2
29,0,Bangladesh,0,22.6176,89.9853,6446.85,03/07/1985,04/07/1985,News,2,77000,Heavy rain,1
30,0,West Germany,0,50.7134,6.50952,1927.64,06/07/1985,07/07/1985,News,3,0,Heavy rain,1
31,0,USA,0,38.9381,-80.5923,24269.06,09/07/1985,10/07/1985,News,2,200,Torrential rain,1
32,0,Chad,0,11.6727,21.5509,15243.93,13/07/1985,16/07/1985,News,0,1600,Heavy rain,1
33,0,India,0,32.8353,76.9103,117441.17,18/07/1985,30/07/1985,News,340,20000,Heavy rain,1
34,0,Sudan,0,13.489,24.9139,63577.12,19/07/1985,22/07/1985,News,0,0,Heavy rain,1
35,0,China,0,42.6953,125.156,994498.21,20/07/1985,02/09/1985,News,200,2000000,Tropical cyclone,2
36,0,Bangladesh,0,23.1028,90.1999,5663.46,21/07/1985,17/08/1985,News,15,175000,Heavy rain,1
37,0,USA,0,34.4872,-85.7798,2440.1,24/07/1985,25/07/1985,News,0,100,Heavy rain,1
38,0,China,0,31.5112,120.376,58279.12,01/08/1985,02/08/1985,News,3,200000,Heavy rain,1
39,0,USA,0,41.6853,-105.091,17922.86,02/08/1985,03/08/1985,News,12,0,Torrential rain,2
40,0,Nepal,0,27.5049,87.1258,12487.89,04/08/1985,05/08/1985,News,3,160,Heavy Rain,2
41,0,China,0,23.5255,100.797,146691.46,06/08/1985,09/08/1985,News,283,14000,Heavy rain,1
42,0,Austria,0,47.3155,12.2066,15151.05,07/08/1985,08/08/1985,News,12,0,Heavy rain,2
43,0,Ethiopia,0,11.0514,39.7851,92580.07,17/08/1985,19/08/1985,News,0,8000,Heavy rain,1
44,0,China,0,25.3728,111.342,38002.65,30/08/1985,03/09/1985,News,147,0,Tropical cyclone,1
45,0,China,0,21.6782,109.825,49643.62,30/08/1985,08/09/1985,News,0,200000,Heavy rain,1
46,0,USA,0,28.5438,-82.3489,73968.61,30/08/1985,05/09/1985,News,4,1000000,Tropical cyclone,1
47,0,Japan,0,43.4577,142.796,79043.09,01/09/1985,02/09/1985,News,11,1200,Tropical cyclone,1
48,0,China,0,21.0725,110.542,11098.52,01/09/1985,04/09/1985,News,26,70000,Heavy rain,1
49,0,Nepal,0,27.3195,86.3518,13057.51,06/09/1985,11/09/1985,News,30,1500,Heavy rain,1
50,0,USA,0,43.242,-83.8824,3235.32,06/09/1985,09/09/1985,News,0,160,Torrential rain,2
51,0,Viet Nam,0,20.8454,106.251,24681.28,07/09/1985,15/09/1985,News,34,0,Heavy rain,1
52,0,Sweden,0,63.1724,15.9425,51410.52,12/09/1985,15/09/1985,News,0,0,Heavy rain,1
53,0,India,0,26.4816,82.8434,89994.67,13/09/1985,15/10/1985,News,557,152000,Heavy Rain,2
54,0,Dominican Republic,0,18.8752,-71.7971,7757.79,14/09/1985,15/09/1985,News,12,895,Heavy rain,1
55,0,Nigeria,0,6.41486,6.50345,74615.9,23/09/1985,25/09/1985,News,0,6000,Heavy Rain,1
56,0,Bangladesh,0,24.7027,89.6457,6466.71,27/09/1985,28/09/1985,News,0,800,Heavy Rain,1
57,0,USA,0,18.2233,-66.635,7219.8,06/10/1985,08/10/1985,News,99,6200,Tropical cyclone,1
58,0,Mexico,,33.1369,-105.8,225143.84,09/10/1985,12/10/1985,News,1,460,Heavy Rain,1
59,0,Benin,0,7.37547,2.17876,29267.71,10/10/1985,28/10/1985,News,78,48000,Heavy Rain,1
60,0,Thailand,0,12.9425,99.6423,13914.12,12/10/1985,17/10/1985,News,18,7640,Heavy Rain,1
61,0,India,0,21.1495,86.7154,46758.64,18/10/1985,20/10/1985,News,49,150000,Tropical cyclone,2
62,0,USA,0,31.7526,-98.6949,61286.27,19/10/1985,21/10/1985,News,3,0,Heavy rain,1
63,0,Phillipines,0,16.1135,121.138,89516.87,19/10/1985,20/10/1985,News,31,0,Tropical cyclone,1
64,0,USA,0,29.542,-90.0003,9355.65,26/10/1985,30/10/1985,News,0,400000,Tropical cyclone,2
65,0,USA,0,38.837,-78.4543,57867.01,01/11/1985,09/11/1985,News,54,18000,Heavy rain,2
66,0,Jamaica,0,17.9531,-77.2692,3961.15,19/11/1985,22/11/1985,News,7,0,Tropical cyclone,1
67,0,Venezuela,0,10.1633,-67.0248,19687.88,02/12/1985,05/12/1985,News,24,15000,Heavy rain,1
68,0,Trinidad,0,11.2699,-60.6243,293.167,02/12/1985,04/12/1985,News,0,0,Heavy rain,1
69,0,USA,0,42.6864,-82.8186,2796.82,30/12/1985,31/12/1985,News,0,100,Heavy rain,1
70,0,USA,0,44.0047,-116.954,1742.13,01/01/1986,06/01/1986,News,0,100,Ice jam/break-up,1
71,0,Bolivia,0,-16.5525,-66.0628,62629.39,06/01/1986,03/04/1986,News,30,11300,Heavy rain,2
72,0,USA,0,39.2816,-121.38,88717.35,12/02/1986,27/02/1986,News,18,30000,Torrential rain,2
73,0,Peru,,-16.1155,-69.0747,94944.29,01/02/1986,01/05/1986,News,0,300000,Torrential rain,2
74,0,USA,0,45.0248,-87.8814,4321.14,27/03/1986,05/04/1986,News,2,496,Ice jam/break-up,1
75,0,Argentina ,0,-29.4731,-59.5908,268467.88,11/04/1986,07/05/1986,News,2,55000,Heavy rain,1
76,0,Brazil,0,-9.79844,-43.7954,155406.32,23/04/1986,25/04/1986,News,11,0,Torrential rain,1
77,0,Iran,0,33.3427,49.8267,206210.86,02/05/1986,06/05/1986,News,26,1000,Heavy rain,1
78,0,Thailand,0,15.0651,100.638,83450.74,09/05/1986,12/05/1986,News,32,0,Monsoonal rain,2
79,0,USA,0,37.2733,-89.8357,6447.33,15/05/1986,15/05/1986,News,3,0,Torrential rain,1
80,0,Solomon Islands,0,-9.33748,160.669,28719.44,19/05/1986,20/05/1986,News,0,10000,Tropical cyclone,1
81,0,USA,0,32.4344,-97.2966,5256.42,24/05/1986,24/05/1986,News,3,100,Torrential rain,1
82,0,Chile ,0,-33.0922,-71.0406,27913.34,27/05/1986,29/05/1986,News,8,17000,Torrential rain,1
83,0,USA,0,40.604,-79.7424,1700.14,30/05/1986,31/05/1986,News,8,10,Torrential rain,1
84,0,USA,0,29.6932,-97.8369,26949.32,31/05/1986,11/06/1986,News,10,3500,Torrential rain,1
85,0,Jamaica,,20.8066,-76.2478,81780.3,04/06/1986,15/06/1986,News,94,11860,Heavy rain,1
86,0,Chile ,0,-33.0922,-71.0406,27913.34,15/06/1986,18/06/1986,News,40,45000,Heavy rain,1
87,0,USA,0,31.1451,-94.1582,25821.21,27/06/1986,30/06/1986,News,1,1000,Tropical cyclone,1
88,0,USA,0,41.7178,-94.9169,6985.68,01/07/1986,02/07/1986,News,1,640,Heavy rain,2
89,0,Philippines,,15.6456,120.905,46621.61,09/07/1986,13/07/1986,News,103,530000,Tropical cyclone,1
90,0,Columbia ,0,2.12719,-70.2357,199436.26,10/07/1986,30/07/1986,News,4,28000,Heavy rain,1
91,0,Canada ,0,53.6451,-113.747,46913.5,18/07/1986,22/07/1986,News,0,1000,Heavy rain,2
92,0,China ,0,22.991,108.766,116842.63,21/07/1986,31/07/1986,News,73,50000,Tropical cyclone,1
93,0,India,,25.6339,84.0726,507167.44,15/06/1986,20/08/1986,News,258,3040000,Monsoonal rain,1
94,0,China ,0,45.246,128.148,599142.99,25/06/1986,24/08/1986,News,0,800000,Torrential rain,1
95,0,Vietnam,0,21.5735,105.593,66087.74,25/07/1986,04/08/1986,News,0,0,Heavy rain,1
96,0,Japan,0,35.9088,140.195,16928.71,05/08/1986,08/08/1986,News,17,3000,Tropical cyclone,1
97,0,USA,0,42.894,-88.2263,6562.47,06/08/1986,06/08/1986,News,1,250,Torrential rain,1
98,0,India,0,17.4331,80.187,107355.33,15/08/1986,22/08/1986,News,150,3000000,Monsoonal rain,1
99,0,Uruguay ,0,-33.7104,-54.7281,48840.56,04/08/1986,16/08/1986,News,0,16000,Heavy rain,1
100,0,USA,0,34.3153,-81.5473,3757.12,18/08/1986,21/08/1986,News,2,125,Heavy rain,1
101,0,Azores Islands ,0,37.8118,-25.5053,983.076,01/09/1986,02/09/1986,News,3,0,Torrential rain,1
102,0,USA,0,31.9611,-102.223,49574.37,02/09/1986,05/09/1986,News,3,0,Heavy rain,1
103,0,Mexico ,0,25.6963,-99.8429,14136.46,04/09/1986,08/09/1986,News,20,5000,Heavy rain,1
104,0,USA,0,43.1135,-84.4959,53960.13,09/09/1986,17/09/1986,News,6,4000,Torrential rain,2
105,0,USA,0,48.0263,-107.522,49214.9,25/09/1986,05/10/1986,News,1,700,Heavy rain,2
106,0,India,,23.6547,89.4296,231516.28,22/09/1986,10/10/1986,News,49,700000,Heavy rain,1
107,0,USA,0,38.8855,-90.6864,107660.8,26/09/1986,13/10/1986,News,10,55000,Heavy rain,2
108,0,Tunisia,0,36.1903,10.2467,12622.37,30/09/1986,03/10/1986,News,20,500,Torrential rain,1
109,0,Philippines,0,14.6553,120.882,24915.98,06/10/1986,07/10/1986,News,18,60000,Heavy rain,1
110,0,Alaska ,0,61.7914,-149.464,43476.34,09/10/1986,15/10/1986,News,0,1500,Heavy rain,1
111,0,Haiti ,0,18.7575,-72.9026,1153.3,23/10/1986,25/10/1986,News,40,901,Heavy rain,1
112,0,Indonesia,0,-3.70717,106.005,79414.6,27/10/1986,03/11/1986,News,93,31000,Heavy rain,2
113,0,USA,0,47.6776,-122.012,26882,23/11/1986,26/11/1986,News,0,2000,Rain and snowmelt,2
114,0,Iran,0,29.8651,50.5509,155503.4,30/11/1986,11/12/1986,News,200,40000,Heavy rain,1
115,0,Vietnam,0,13.9153,108.708,49609.11,03/12/1986,05/12/1986,News,165,0,Heavy rain,1
116,0,Brazil,0,-21.7074,-44.4508,276038.24,23/12/1986,01/01/1987,News,29,7000,Torrential rain,1
117,0,Argentina,,-24.152,-60.2051,224545.66,15/01/1987,05/02/1987,News,7,9000,Torrential rain,1
118,0,Madagascar ,0,-19.6111,47.4609,45555.43,01/01/1987,26/01/1987,News,2,40220,Torrential rain,1
119,0,Brazil,0,-23.5772,-46.6809,7036.99,26/01/1987,28/01/1987,News,69,9000,Heavy rain,2
120,0,Bolivia,0,-16.7537,-64.817,12805.09,20/01/1987,30/01/1987,News,20,3000,Heavy rain,1
121,0,Peru,0,-12.3047,-74.0575,29211.31,01/02/1987,10/02/1987,News,113,2000,Heavy rain,1
122,0,Georgia,0,43.1418,41.8577,33921.64,28/01/1987,14/02/1987,News,110,10000,Heavy rain,1
123,0,Indonesia ,0,-7.33531,111.925,19656.35,21/02/1987,23/02/1987,News,3,26000,Heavy rain,2
124,0,Ecuador  ,0,-0.131721,-77.4907,31908.09,05/03/1987,07/03/1987,News,300,15000,"Dam/Levy, break or release",1
125,0,Peru ,0,-11.8797,-76.7345,4672.27,09/03/1987,11/03/1987,News,12,1000,"Dam/Levy, break or release",1
126,0,Tajikistan ,0,32.5541,61.4219,4713.87,16/03/1987,17/03/1987,News,31,1000,Heavy rain,1
127,0,USA,,44.7173,-69.4556,39618.48,31/03/1987,09/04/1987,News,5,5000,Snowmelt,2
128,0,Ecuador ,0,-2.54852,-79.4853,15796.42,03/04/1987,05/04/1987,News,100,3000,Torrential rain,1
129,0,Yugoslavia,0,44.584,19.6312,23819.91,07/05/1987,15/05/1987,News,4,0,Heavy rain,1
130,0,Australia ,0,-28.4297,153.222,5029.69,09/05/1987,11/05/1987,News,3,400,Heavy rain,1
131,0,Poland ,0,49.6687,20.6162,13629.47,23/05/1987,26/05/1987,News,0,500,Torrential rain,1
132,0,China ,0,23.021,112.803,274128.55,19/05/1987,09/06/1987,News,178,470000,Heavy rain,1
133,0,USA,0,40.5924,-95.2617,36413.61,26/05/1987,30/05/1987,News,2,2200,Torrential rain,2
134,0,Dominican Republic ,0,18.5812,-71.0321,7875.83,30/05/1987,31/05/1987,News,10,200,Heavy rain,1
135,0,USA ,,28.9938,-97.1003,7258.74,05/06/1987,08/06/1987,News,0,536,Heavy rain,1
136,0,China ,0,31.0143,103.832,139927.17,24/06/1987,02/07/1987,News,40,0,Heavy rain,1
137,0,USA,0,40.5807,-82.6341,11883.86,02/07/1987,03/07/1987,News,0,2100,Heavy rain,2
138,0,China ,0,31.4619,115.405,268071.03,02/07/1987,23/07/1987,News,56,25600,Heavy rain,1
139,0,Columbia ,0,3.22933,-75.5718,19623.83,04/07/1987,06/07/1987,News,15,240,Heavy rain,1
140,0,Chile ,0,-33.8689,-71.1067,36283.59,12/07/1987,18/07/1987,News,47,90000,Heavy rain,1
141,0,Italy,0,45.7794,9.9383,4687.42,12/07/1987,21/07/1987,News,20,300,Heavy rain,1
142,0,USA,0,29.9247,-98.7832,999.46,17/07/1987,17/07/1987,News,9,0,Heavy rain,2
143,0,China ,0,42.1547,84.3995,637522.36,16/07/1987,21/07/1987,News,2,44000,Snowmelt,1
144,0,South Korea ,0,36.4164,126.932,9041.57,21/07/1987,29/07/1987,News,330,35900,Torrential rain,1
145,0,Iran ,0,35.2053,51.6599,50247.17,24/07/1987,27/07/1987,News,147,0,Heavy rain,1
146,0,Bangladesh ,,24.7767,91.8011,240065.2,23/07/1987,24/09/1987,News,880,500000,Heavy rain,2
147,0,China ,0,36.3332,117.689,16384.78,26/08/1987,27/08/1987,News,51,6000,Torrential rain,1
148,0,Venezuela ,0,10.1321,-66.4167,19320.17,06/09/1987,08/09/1987,News,112,30000,Torrential rain,1
149,0,China ,0,46.7269,124.655,100391.13,27/08/1987,15/09/1987,News,0,0,Heavy rain,1
150,0,USA,0,40.4228,-75.9401,12008.56,08/09/1987,09/09/1987,News,1,120,Heavy rain,1
151,0,South Africa ,0,-29.0897,30.7003,92666.52,26/09/1987,02/10/1987,News,300,60000,Heavy rain,1
152,0,Mexico,0,19.4762,-99.122,2772.64,28/09/1987,29/09/1987,News,15,3000,Heavy rain,1
153,0,Guatamala,,16.658,-90.7707,70305.34,01/10/1987,08/10/1987,News,36,3500,Torrential rain,1
154,0,Spain,,42.306,2.42823,64614.13,04/10/1987,10/10/1987,News,12,0,Torrential rain,1
155,0,Japan,0,34.973,133.687,49936.77,16/10/1987,17/10/1987,News,8,3000,Tropical cyclone,1
156,0,Lebanon,,28.4698,33.9157,12689.86,17/10/1987,19/10/1987,News,10,200,Torrential rain,2
157,0,Taiwan,0,25.0202,121.527,3705.48,24/10/1987,26/10/1987,News,49,0,Tropical cyclone,2
158,0,Jamaica ,0,18.0492,-76.9826,4628.65,30/10/1987,01/11/1987,News,4,1000,Tropical cyclone,1
159,0,Spain,0,38.6938,-0.936047,37572.82,03/11/1987,06/11/1987,News,16,3000,Torrential rain,1
160,0,Vietnam,0,13.9903,108.372,45057.5,05/12/1987,10/12/1987,News,86,40000,Torrential rain,1
161,0,USA,0,35.3657,-90.0017,16161,25/12/1987,29/12/1987,News,3,6000,Heavy rain,2
162,0,USA,0,21.3825,-157.782,385.696,01/01/1988,02/01/1988,News,0,2800,Heavy rain,1
163,0,Costa Rica,,9.60268,-82.9868,10877.36,30/01/1988,05/02/1988,News,9,7000,Heavy rain,1
164,0,Dominican Republic ,0,19.321,-70.4315,10489.39,01/02/1988,02/02/1988,News,4,2000,Heavy rain,1
165,0,USA,0,30.6473,-90.22,2708.65,01/02/1988,04/02/1988,News,3,0,Heavy rain,1
166,0,Brazil ,0,-22.4939,-43.2761,9181.28,01/02/1988,10/02/1988,News,290,25000,Heavy rain,2
167,0,Indonesia ,0,-7.76758,110.614,7795.17,05/02/1988,06/02/1988,News,7,3000,Torrential rain,1
168,0,South Africa ,0,-28.8429,24.3587,50999.8,10/02/1988,02/03/1988,News,24,10000,Heavy rain,1
169,0,Peru,0,-12.823,-72.4803,5174.04,22/02/1988,22/02/1988,News,0,0,Heavy Rain,1
170,0,South Africa,0,-22.1508,26.9543,388455.26,08/03/1988,15/03/1988,News,18,24000,Heavy rain,1
171,0,Argentina ,0,-34.6391,-59.0423,11057.04,25/03/1988,28/03/1988,News,24,57000,Heavy rain,1
172,0,West Germany,0,49.8867,10.0852,105533.51,26/03/1988,30/03/1988,News,6,3500,Heavy rain,2
173,0,Australia ,0,-20.5349,119.782,18139.52,30/03/1988,01/04/1988,News,5,0,Heavy rain,2
174,0,Turkey ,0,37.441,42.6368,1390.79,14/04/1988,15/04/1988,News,8,5000,Torrential rain,1
175,0,Czechoslovakia ,0,49.345,15.6402,449.006,20/04/1988,21/04/1988,News,2,500,Heavy Rain,1
176,0,Kenya ,0,-0.996029,36.3806,89591.05,10/04/1988,10/05/1988,News,60,10000,Heavy rain,1
177,0,Japan ,0,32.5616,130.88,8184.5,03/05/1988,04/05/1988,News,3,10000,Heavy rain,1
178,0,Rwanda,,-0.829098,30.4125,40351.4,06/05/1988,15/05/1988,News,52,23628,Torrential rain,1
179,0,China ,0,26.9901,118.907,40595.03,19/05/1988,28/05/1988,News,125,2800000,Heavy rain,1
180,0, India,,26.4813,92.0622,42285.99,23/05/1988,11/06/1988,News,76,43000,Monsoonal rain,1
181,0,China ,0,25.0845,113.629,6755.29,24/05/1988,26/05/1988,News,5,8000,Heavy rain,1
182,0,Cuba ,0,21.6272,-79.1496,34415.84,30/05/1988,06/06/1988,News,24,65000,Heavy rain,1
183,0,Sri Lanka ,0,6.5639,80.4188,7183.6,01/06/1988,09/06/1988,News,3,110000,Heavy rain,1
184,0,Philippines,0,14.6581,121.197,3302.96,01/06/1988,06/06/1988,News,35,5000,Tropical cyclone,1
185,0,Afghanistan ,0,36.3288,69.4328,122607.82,13/06/1988,28/06/1988,News,0,3000,Heavy Rain,1
186,0,China  ,0,28.7125,108.938,9275.31,10/06/1988,11/06/1988,News,11,500,Heavy rain,1
187,0,Turkey,0,40.0061,32.9515,229.14,12/06/1988,12/06/1988,News,16,400,Torrential rain,1
188,0,Bangladesh ,0,22.9348,89.2694,66355.79,14/06/1988,20/06/1988,News,8,15000,Heavy rain,1
189,0,China ,0,28.2371,117.978,26303.59,11/06/1988,25/06/1988,News,70,50000,Torrential rain,1
190,0,India ,0,26.988,92.926,70501.83,21/06/1988,14/07/1988,News,34,2000000,Heavy rain,1
191,0,Ukraine ,0,51.4768,24.7132,14288.09,20/06/1988,01/07/1988,News,0,0,Heavy rain,1
192,0,China ,0,29.5434,104.148,33856.49,24/06/1988,28/06/1988,News,65,500000,Torrential rain,2
193,0,Bangladesh ,0,24.0121,90.7053,98283.8,27/06/1988,15/08/1988,News,254,5250000,Monsoonal rain,1
194,0,Argentina ,0,-26.2024,-58.1136,16418.94,28/06/1988,28/06/1988,News,0,7000,Heavy rain,1
195,0,Nigeria ,0,6.58518,3.45225,1930.19,02/07/1988,03/07/1988,News,0,500,Heavy rain,1
196,0,India,,28.886,80.7246,847737.26,04/07/1988,08/08/1988,News,233,500000,Monsoonal rain,2
197,0,Canada ,0,55.4087,-114.841,1963.98,05/07/1988,07/07/1988,News,0,2500,Heavy rain,1
198,0,USSR ,0,45.3603,39.8909,102657.48,05/07/1988,07/07/1988,News,0,0,Heavy rain,1
199,0,China ,0,34.7195,103.879,30626.55,06/07/1988,06/07/1988,News,0,0,Heavy rain,1
200,0,South Korea ,0,37.8837,127.777,1801.07,08/07/1988,14/07/1988,News,6,2000,Heavy rain,1
201,0,USA ,0,30.0496,-99.3069,2444.8,10/07/1988,11/07/1988,News,5,0,Heavy rain,1
202,0,Japan ,0,35.3673,133.882,3681.84,15/07/1988,15/07/1988,News,4,0,Heavy rain,1
203,0,India ,0,22.0189,71.1117,76352.55,14/07/1988,27/07/1988,News,97,25000,Heavy rain,1
204,0,Brazil ,0,-8.84383,-35.9246,38455.36,17/07/1988,18/07/1988,News,66,50000,Torrential rain,1
205,0,Pakistan ,0,31.8882,72.1319,220520.86,18/07/1988,05/08/1988,News,158,163000,Monsoonal rain,1
206,0,South Korea  ,0,36.9815,128.562,3410.01,20/07/1988,20/07/1988,News,16,2640,Torrential rain,1
207,0,Spain ,0,43.107,-2.07723,1326.43,19/07/1988,20/07/1988,News,9,0,Torrential rain,1
208,0,Japan ,0,34.6244,132.171,4324.25,20/07/1988,21/07/1988,News,12,1633,Heavy rain,1
209,0,China ,0,47.528,123.762,9150.08,21/07/1988,19/08/1988,News,0,76000,Torrential rain,1
210,0,China ,0,36.2462,107.648,33131.16,23/07/1988,23/07/1988,News,54,12000,Heavy rain,1
211,0,New Zealand ,0,-36.63,175.503,48972.48,27/07/1988,27/07/1988,News,1,52,Heavy rain,1
212,0,China ,0,29.0944,120.759,18767.02,29/07/1988,05/08/1988,News,264,64000,Torrential rain,2
213,0,Venezuela ,0,10.9636,-68.4309,909.724,31/07/1988,31/07/1988,News,2,0,Heavy rain,1
214,0,India ,0,18.4311,80.713,94871.79,31/07/1988,02/08/1988,News,50,0,Heavy rain,1
215,0,USSR,0,59.7121,91.8093,257907.18,03/08/1988,04/08/1988,News,0,0,Torrential rain,1
216,0,China ,0,37.9044,112.511,36877.75,06/08/1988,06/08/1988,News,50,30000,Heavy rain,1
217,0,Sudan,,15.0782,34.1974,354132.25,05/08/1988,10/09/1988,News,91,2000000,Heavy rain,2
218,0,China,0,30.1638,120.998,12334.34,07/08/1988,08/08/1988,News,117,188000,Tropical cyclone,1
219,0,China ,0,50.3978,124.933,53818.07,10/08/1988,15/08/1988,News,10,64000,Torrential rain,1
220,0,Taiwan ,0,23.3725,120.448,11240.57,14/08/1988,17/08/1988,News,15,10000,Heavy rain,2
221,0,Mexico ,0,18.4042,-96.0178,10351.47,13/08/1988,15/08/1988,News,0,4000,Torrential rain,1
222,0,Nicaragua ,0,14.4458,-83.9236,12585.06,09/08/1988,16/08/1988,News,0,25000,Heavy rain,1
223,0,China ,0,35.9866,110.234,7256.16,13/08/1988,14/08/1988,News,163,12000,Heavy rain,1
224,0,Venezuela,,8.82924,-63.565,145562.67,16/08/1988,23/08/1988,News,10,12000,Heavy rain,1
225,0,Nigeria ,0,11.8707,9.09773,60618.09,07/08/1988,20/08/1988,News,53,0,Heavy rain,2
226,0,China ,0,34.293,114.489,153101.05,09/08/1988,18/08/1988,News,34,80000,Heavy rain,1
227,0,Bangladesh ,0,23.8201,90.3467,138855.34,20/08/1988,03/10/1988,News,0,0,Monsoonal rain,2
228,0,India,,26.5037,86.5429,626872.46,23/08/1988,15/09/1988,News,876,2000,Monsoonal rain,1
229,0,Uganda ,0,2.6893,32.9238,55984.41,11/08/1988,25/08/1988,News,5,0,Torrential rain,1
230,0,Nigeria ,0,4.54794,7.08584,1234.05,22/08/1988,22/08/1988,News,0,10000,Heavy rain,1
231,0,Burkina Faso,0,11.5463,-4.19711,135871.39,21/08/1988,02/09/1988,News,11,6000,Heavy rain,1
232,0,Mexico ,0,21.5773,-104.497,2219.14,22/08/1988,23/08/1988,News,18,130000,Torrential rain,1
233,0,China ,0,37.4146,117.954,16810.04,23/08/1988,24/08/1988,News,0,10000,Heavy rain,1
234,0,Pakistan ,0,25.6834,68.0427,33007.62,18/08/1988,25/08/1988,News,0,200000,Torrential rain,1
235,0,Niger ,0,15.5663,7.85685,744049.31,18/08/1988,25/08/1988,News,0,300000,Heavy rain,2
236,0,Chad,,12.2248,20.825,562932.23,20/08/1988,06/09/1988,News,51,58000,Heavy rain,1
237,0,El Savador,0,13.6283,-88.8546,17910.11,25/08/1988,29/08/1988,News,50,25850,Heavy rain,1
238,0,China ,0,23.5246,110.803,50318.08,31/08/1988,06/09/1988,News,58,300000,Heavy rain,2
239,0,Iran ,0,35.55,52.2925,1149.7,25/08/1988,25/08/1988,News,25,0,Heavy rain,1
240,0,Columbia ,0,7.46115,-75.0642,158846.26,27/08/1988,03/09/1988,News,0,100000,Heavy rain,1
241,0,Senegal ,0,14.7289,-17.0028,1307.63,02/09/1988,02/09/1988,News,4,2400,Heavy rain,1
242,0,Niger ,0,13.4802,2.32843,88395.78,02/09/1988,03/09/1988,News,13,7000,Heavy rain,2
243,0,Mexico,0,15.749,-93.4599,25819.64,01/09/1988,05/09/1988,News,17,20000,Tropical cyclone,1
244,0,Mexico,0,20.7098,-97.5615,12600.87,02/09/1988,06/09/1988,News,31,30000,Tropical cyclone,1
245,0,USSR,0,52.3035,110.35,47419.16,06/09/1988,06/09/1988,News,0,0,Torrential rain,1
246,0,China ,0,29.1543,112.441,47834.64,05/09/1988,14/09/1988,News,0,100000,Heavy rain,2
247,0,USA,0,27.7659,-82.4462,6517.48,06/09/1988,09/09/1988,News,7,1000,Heavy rain,2
248,0,Mexico,,20.9216,-88.6221,105084.42,10/09/1988,18/09/1988,News,237,821400,Tropical cyclone,2
249,0,Nigeria,,9.50559,2.40705,71964.13,14/09/1988,26/09/1988,News,7,136000,Torrential rain,1
